school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,Supera
GP,M,17,U,LE3,A,Secundaria,Grado_9,other,other,reputation,mother,Inf. 15m,De 2h a 5h,0,no,yes,no,no,yes,yes,yes,no,4,4,4,1,2,5,10,16,18,18,Si
GP,F,18,U,GT3,T,Secundaria,Grado_9,at_home,other,reputation,father,Inf. 15m,De 5h a 10h,0,no,yes,no,no,yes,yes,yes,yes,4,3,4,1,2,2,5,14,17,17,Si
GP,M,18,R,GT3,T,Grado_9,Secundaria,other,services,reputation,father,Inf. 15m,Inf. a 2h,0,no,no,no,no,yes,yes,yes,no,3,1,3,4,5,4,13,13,14,14,Si
GP,M,19,U,GT3,T,Grado_9,Primaria_Superior,other,other,reputation,mother,Inf. 15m,Inf. a 2h,0,no,no,no,no,yes,yes,yes,no,5,3,4,1,4,4,10,7,11,11,Si
GP,F,18,U,LE3,A,Grado_9,Grado_9,services,other,reputation,mother,De 15m a 30m,De 2h a 5h,0,no,yes,no,no,yes,yes,yes,no,4,1,4,1,3,4,10,14,17,17,Si
GP,F,20,U,GT3,T,Primaria_Superior,Ninguna,other,other,reputation,mother,De 15m a 30m,Inf. a 2h,1,yes,no,no,no,yes,yes,yes,yes,5,3,1,1,1,5,5,8,10,10,Si
GP,F,18,U,GT3,T,Secundaria,Grado_9,services,other,home,mother,Inf. 15m,De 2h a 5h,0,no,yes,no,yes,no,yes,yes,yes,3,1,2,1,2,1,4,10,13,13,Si
MS,F,16,U,GT3,T,Primaria_Superior,Secundaria,at_home,other,other,father,De 15m a 30m,Inf. a 2h,0,no,yes,no,no,yes,no,yes,yes,4,3,3,1,3,5,11,10,11,11,Si
MS,F,16,R,GT3,T,Grado_9,Grado_9,other,other,course,mother,De 15m a 30m,De 2h a 5h,0,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,1,5,0,12,12,12,Si
MS,F,15,R,GT3,T,Primaria_Superior,Primaria_Superior,at_home,services,other,mother,Inf. 15m,Inf. a 2h,1,no,yes,no,no,yes,yes,no,yes,4,1,3,1,1,2,6,10,10,10,Si
MS,F,15,R,GT3,T,Secundaria,Secundaria,at_home,other,course,mother,De 15m a 30m,Inf. a 2h,0,no,yes,no,no,yes,yes,yes,no,5,4,4,2,3,5,4,10,10,11,Si
MS,F,16,R,GT3,T,Grado_9,Secundaria,at_home,services,course,mother,De 15m a 30m,De 2h a 5h,0,no,no,no,no,yes,yes,no,no,4,5,2,1,2,5,0,16,17,17,Si
MS,F,15,R,LE3,T,Grado_9,Primaria_Superior,at_home,other,home,mother,De 15m a 30m,Inf. a 2h,0,no,no,no,no,yes,no,no,no,1,3,4,1,1,1,0,6,8,9,No
MS,M,16,R,LE3,A,Superior,Superior,at_home,other,home,mother,Inf. 15m,De 2h a 5h,0,no,yes,no,no,yes,yes,no,no,5,3,2,1,3,2,5,10,11,11,Si
MS,M,16,U,GT3,A,Primaria_Superior,Grado_9,other,other,other,mother,Inf. 15m,De 5h a 10h,0,yes,no,no,no,yes,yes,yes,no,4,4,3,1,1,5,0,10,11,11,Si
MS,F,17,R,GT3,T,Secundaria,Grado_9,at_home,other,course,father,Inf. 15m,De 2h a 5h,1,no,no,no,no,yes,yes,no,yes,4,5,4,1,2,5,0,10,10,10,Si
MS,F,17,R,GT3,T,Primaria_Superior,Primaria_Superior,other,other,other,father,Inf. 15m,Inf. a 2h,1,no,yes,no,no,no,no,yes,no,5,4,4,2,2,5,0,6,6,7,No
MS,F,15,R,GT3,T,Superior,Superior,teacher,other,course,mother,De 15m a 30m,Inf. a 2h,0,no,no,no,no,yes,yes,yes,yes,1,5,1,3,5,5,0,13,14,14,Si
MS,F,16,U,LE3,A,Grado_9,Grado_9,at_home,other,reputation,mother,De 15m a 30m,Sup. 10h.,0,no,no,no,yes,no,no,no,yes,1,2,1,1,1,1,4,10,9,11,Si
MS,F,15,R,LE3,T,Primaria_Superior,Primaria_Superior,at_home,services,reputation,father,De 15m a 30m,De 2h a 5h,0,no,yes,no,no,yes,yes,yes,no,5,4,3,1,2,4,0,10,10,10,Si
MS,F,15,R,LE3,T,Primaria_Superior,Primaria_Superior,other,services,course,mother,De 15m a 30m,Inf. a 2h,1,no,yes,no,no,yes,yes,yes,yes,4,4,3,1,2,2,4,6,7,8,No
MS,F,16,R,GT3,T,Ninguna,Grado_9,other,other,other,mother,De 15m a 30m,Inf. a 2h,0,no,yes,no,yes,yes,yes,no,no,3,2,3,1,2,2,0,12,11,12,Si
MS,F,17,R,GT3,T,Grado_9,Secundaria,other,other,course,mother,De 15m a 30m,Inf. a 2h,0,no,yes,no,no,yes,yes,yes,no,5,5,5,1,3,3,2,10,11,12,Si
MS,F,15,R,GT3,T,Secundaria,Secundaria,other,services,course,father,De 15m a 30m,Inf. a 2h,0,no,no,no,no,no,yes,yes,no,4,1,3,1,1,4,0,14,16,16,Si
MS,M,16,U,GT3,T,Primaria_Superior,Primaria_Superior,at_home,services,home,mother,De 15m a 30m,De 2h a 5h,0,no,yes,no,yes,yes,yes,no,yes,5,4,5,4,5,3,0,7,0,0,No
MS,M,17,U,GT3,T,Primaria_Superior,Primaria_Superior,other,other,home,mother,Inf. 15m,De 2h a 5h,0,no,no,yes,no,no,yes,yes,no,4,4,3,2,4,5,4,8,9,9,No
MS,M,15,R,LE3,T,Superior,Primaria_Superior,health,services,reputation,father,Inf. 15m,De 2h a 5h,0,no,yes,no,yes,yes,yes,yes,no,5,3,4,1,2,2,0,12,13,14,Si
MS,M,15,R,LE3,T,Superior,Primaria_Superior,health,services,reputation,father,Inf. 15m,De 2h a 5h,0,no,yes,no,yes,yes,yes,yes,no,5,3,4,1,2,2,7,7,9,8,No
MS,M,16,R,GT3,T,Secundaria,Superior,other,health,other,mother,De 30m a 60m,De 2h a 5h,0,no,no,no,no,no,yes,no,no,3,4,5,1,2,5,4,9,10,11,Si
MS,M,15,R,GT3,T,Primaria_Superior,Primaria_Superior,other,other,course,mother,Sup. 60m.,De 2h a 5h,0,no,yes,no,yes,yes,yes,no,yes,5,4,5,2,4,4,8,7,9,9,No
MS,M,15,U,LE3,T,Secundaria,Secundaria,at_home,at_home,reputation,father,Inf. 15m,De 2h a 5h,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,5,0,11,11,11,Si
MS,M,17,R,GT3,T,Grado_9,Primaria_Superior,other,other,other,mother,De 30m a 60m,Inf. a 2h,0,no,no,no,yes,yes,no,no,yes,5,5,5,5,5,3,8,8,10,9,No
MS,F,16,R,GT3,T,Superior,Superior,teacher,teacher,course,mother,De 15m a 30m,De 5h a 10h,0,no,no,no,yes,yes,yes,yes,yes,4,2,2,1,1,4,6,16,16,17,Si
MS,F,15,R,GT3,T,Primaria_Superior,Grado_9,other,services,course,mother,De 15m a 30m,Inf. a 2h,0,no,no,no,no,yes,yes,no,no,5,1,2,1,1,1,3,11,13,13,Si
MS,F,16,R,GT3,T,Grado_9,Secundaria,other,services,course,mother,De 30m a 60m,De 2h a 5h,0,no,yes,no,no,yes,yes,yes,no,4,5,4,1,2,1,2,15,15,15,Si
MS,M,16,R,GT3,T,Primaria_Superior,Grado_9,other,other,course,father,De 15m a 30m,De 2h a 5h,0,no,no,no,no,yes,yes,no,no,4,3,3,1,1,5,0,10,11,11,Si
MS,F,16,R,GT3,T,Grado_9,Grado_9,other,other,course,mother,De 30m a 60m,De 2h a 5h,0,no,yes,no,no,yes,yes,yes,no,4,4,5,1,1,4,4,9,10,11,Si
MS,F,16,U,GT3,T,Primaria_Superior,Grado_9,other,services,course,mother,Inf. 15m,De 5h a 10h,1,no,yes,no,no,yes,yes,no,no,1,3,2,1,2,4,0,10,8,8,No
MS,F,16,U,GT3,T,Primaria_Superior,Grado_9,other,services,course,mother,Inf. 15m,De 5h a 10h,1,no,yes,no,no,yes,yes,no,no,1,3,2,1,2,4,3,9,8,8,No
MS,F,15,U,GT3,T,Grado_9,Primaria_Superior,at_home,other,home,mother,Inf. 15m,De 2h a 5h,0,yes,yes,no,no,no,yes,yes,no,4,4,2,3,3,2,0,9,10,9,No
MS,F,16,U,GT3,T,Primaria_Superior,Primaria_Superior,at_home,other,course,father,Inf. 15m,De 2h a 5h,0,no,yes,no,no,no,yes,no,yes,5,4,3,2,1,2,0,13,14,15,Si
MS,M,17,R,LE3,T,Primaria_Superior,Grado_9,at_home,services,reputation,mother,Inf. 15m,Inf. a 2h,0,no,yes,no,yes,yes,yes,yes,no,5,5,5,5,5,3,4,10,11,11,Si
MS,F,16,R,GT3,T,Primaria_Superior,Primaria_Superior,other,other,home,father,Sup. 60m.,Sup. 10h.,0,no,yes,no,no,no,yes,yes,no,4,3,2,1,1,1,0,13,10,13,Si
MS,F,16,R,GT3,T,Primaria_Superior,Primaria_Superior,at_home,other,other,father,Sup. 60m.,De 5h a 10h,0,yes,yes,no,no,yes,yes,no,no,4,4,3,1,1,5,2,10,9,10,Si
MS,F,15,R,GT3,T,Primaria_Superior,Primaria_Superior,at_home,other,home,father,De 15m a 30m,De 2h a 5h,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,1,2,1,11,10,11,Si
MS,F,16,R,GT3,T,Primaria_Superior,Primaria_Superior,at_home,other,other,mother,De 15m a 30m,Inf. a 2h,0,no,no,no,yes,yes,yes,yes,yes,4,2,2,4,3,2,0,13,12,14,Si
MS,F,15,R,GT3,T,Primaria_Superior,Primaria_Superior,at_home,at_home,course,father,De 30m a 60m,De 2h a 5h,0,no,yes,no,no,yes,yes,no,no,4,2,1,1,2,2,0,13,14,14,Si
MS,F,15,R,LE3,T,Grado_9,Grado_9,other,other,other,father,Inf. 15m,De 5h a 10h,0,yes,yes,no,no,yes,yes,no,no,4,4,3,2,2,5,2,14,11,12,Si
MS,M,16,R,GT3,T,Primaria_Superior,Primaria_Superior,at_home,other,other,father,De 15m a 30m,Inf. a 2h,0,no,no,no,yes,yes,yes,no,no,3,4,4,3,4,5,6,11,11,11,Si
MS,F,18,U,GT3,T,Primaria_Superior,Grado_9,other,other,course,father,Inf. 15m,De 2h a 5h,1,no,yes,no,yes,yes,yes,yes,yes,3,4,4,2,3,5,9,9,8,8,No
MS,M,15,U,GT3,T,Secundaria,Primaria_Superior,other,services,home,mother,De 15m a 30m,Inf. a 2h,0,no,yes,no,no,yes,yes,no,no,3,2,3,1,3,4,0,10,9,11,Si
MS,F,16,R,GT3,T,Grado_9,Grado_9,other,services,course,father,De 30m a 60m,De 2h a 5h,0,no,yes,no,yes,yes,yes,yes,no,5,3,4,1,1,2,1,14,13,14,Si
MS,M,15,U,GT3,T,Grado_9,Grado_9,health,other,reputation,mother,De 30m a 60m,Inf. a 2h,0,no,no,no,no,yes,yes,no,no,4,3,3,1,2,4,1,13,12,13,Si
MS,M,16,U,GT3,T,Superior,Superior,other,teacher,course,father,Inf. 15m,De 2h a 5h,0,no,yes,no,yes,yes,yes,no,yes,4,3,1,1,1,3,0,13,12,13,Si
MS,F,15,R,GT3,T,Secundaria,Secundaria,services,other,reputation,mother,Inf. 15m,De 2h a 5h,0,no,yes,no,no,yes,yes,yes,yes,4,5,4,1,1,1,4,13,12,12,Si
MS,F,16,R,GT3,T,Grado_9,Grado_9,at_home,other,course,mother,De 15m a 30m,De 2h a 5h,1,no,yes,no,yes,no,yes,no,no,4,4,4,2,3,5,2,12,11,12,Si
MS,F,16,R,LE3,T,Grado_9,Grado_9,other,other,home,father,De 30m a 60m,Inf. a 2h,0,no,yes,no,yes,yes,yes,no,yes,4,3,2,1,1,4,0,14,14,16,Si
MS,M,16,U,LE3,T,Grado_9,Primaria_Superior,at_home,services,course,mother,De 15m a 30m,Inf. a 2h,0,no,yes,no,yes,yes,yes,yes,no,2,4,3,2,3,4,4,10,8,10,Si
MS,M,15,R,LE3,T,Primaria_Superior,Secundaria,at_home,other,reputation,father,De 30m a 60m,Inf. a 2h,0,no,yes,no,yes,yes,yes,yes,no,4,2,4,3,5,3,2,10,11,11,Si
MS,F,15,U,GT3,T,Grado_9,Grado_9,other,services,course,mother,De 15m a 30m,De 5h a 10h,0,no,yes,no,yes,yes,yes,no,no,5,3,2,1,1,4,0,12,13,14,Si
MS,F,16,R,LE3,T,Grado_9,Primaria_Superior,other,other,home,mother,Inf. 15m,Inf. a 2h,0,no,yes,no,no,yes,yes,yes,yes,5,4,3,1,1,5,2,10,8,8,No
MS,M,15,U,GT3,T,Secundaria,Secundaria,services,services,course,father,De 15m a 30m,Inf. a 2h,0,no,yes,no,yes,no,yes,yes,no,4,3,3,2,4,3,11,12,10,11,Si
MS,F,16,R,GT3,T,Primaria_Superior,Primaria_Superior,at_home,other,course,father,De 15m a 30m,De 2h a 5h,3,yes,yes,no,no,yes,yes,no,no,3,4,3,1,1,1,0,7,7,8,No
MS,F,17,U,GT3,T,Grado_9,Grado_9,other,at_home,course,mother,Inf. 15m,Inf. a 2h,0,no,yes,no,yes,yes,no,no,no,4,5,3,1,1,5,4,9,9,10,Si
MS,F,19,U,GT3,T,Grado_9,Secundaria,at_home,services,course,other,Inf. 15m,Inf. a 2h,1,no,no,no,no,yes,no,yes,yes,4,4,4,1,1,2,0,9,9,10,Si
MS,F,17,R,GT3,T,Grado_9,Primaria_Superior,at_home,other,course,mother,De 30m a 60m,Inf. a 2h,0,no,yes,no,yes,yes,no,no,yes,5,5,3,1,1,3,2,9,10,11,Si
MS,F,15,R,LE3,T,Primaria_Superior,Primaria_Superior,at_home,other,course,mother,De 15m a 30m,Inf. a 2h,0,no,yes,no,no,yes,no,no,yes,5,2,1,1,3,4,0,9,10,9,No
MS,F,16,R,GT3,T,Grado_9,Grado_9,other,other,course,father,De 30m a 60m,De 2h a 5h,0,no,yes,no,no,yes,no,yes,no,3,4,5,1,2,1,1,9,10,11,Si
MS,F,16,U,LE3,A,Grado_9,Grado_9,other,other,home,mother,Inf. 15m,Inf. a 2h,0,no,yes,no,no,yes,no,no,no,4,3,4,1,2,1,6,7,7,8,No
MS,F,17,R,GT3,T,Grado_9,Grado_9,at_home,other,course,mother,De 15m a 30m,De 2h a 5h,0,no,yes,no,no,yes,yes,yes,no,4,3,5,1,2,4,0,11,10,11,Si
MS,F,16,U,GT3,T,Grado_9,Grado_9,other,services,course,father,Inf. 15m,Inf. a 2h,1,no,yes,yes,yes,no,yes,yes,no,4,4,3,1,4,3,1,9,10,10,Si
MS,F,18,R,LE3,A,Secundaria,Grado_9,other,other,course,other,De 15m a 30m,De 5h a 10h,2,no,yes,no,no,no,no,no,yes,3,3,2,1,1,2,6,7,9,10,Si
MS,F,19,U,GT3,T,Primaria_Superior,Primaria_Superior,at_home,services,course,mother,Inf. 15m,De 5h a 10h,1,no,no,no,yes,yes,no,no,yes,5,3,1,1,1,3,6,7,9,9,No
MS,M,18,R,GT3,T,Primaria_Superior,Primaria_Superior,other,other,home,mother,De 15m a 30m,Inf. a 2h,1,no,no,no,yes,yes,no,yes,no,4,4,3,3,4,4,0,8,9,10,Si
MS,F,18,R,GT3,T,Primaria_Superior,Primaria_Superior,at_home,at_home,course,mother,De 15m a 30m,Inf. a 2h,1,no,no,no,no,no,no,yes,yes,3,2,3,1,1,2,4,9,11,10,Si
MS,F,19,U,GT3,T,Primaria_Superior,Primaria_Superior,other,other,course,other,De 15m a 30m,De 2h a 5h,1,no,yes,no,no,yes,yes,yes,yes,1,1,4,4,1,1,12,7,8,9,No
MS,F,16,R,GT3,A,Grado_9,Grado_9,health,other,course,mother,Inf. 15m,De 2h a 5h,0,no,no,no,no,no,yes,no,yes,3,3,2,1,1,3,2,8,10,10,Si
MS,F,17,U,GT3,T,Ninguna,Primaria_Superior,other,at_home,course,father,De 15m a 30m,Inf. a 2h,0,no,no,no,yes,no,yes,no,no,2,4,4,3,5,5,5,9,9,10,Si
MS,F,16,R,LE3,T,Primaria_Superior,Grado_9,at_home,other,course,mother,Inf. 15m,De 2h a 5h,0,no,no,no,yes,yes,no,yes,no,4,4,5,1,3,3,0,8,9,9,No
MS,F,16,U,GT3,T,Secundaria,Secundaria,other,other,reputation,mother,Inf. 15m,Inf. a 2h,0,no,no,no,yes,yes,no,yes,yes,4,5,4,1,1,4,0,14,13,13,Si
MS,F,16,R,LE3,T,Primaria_Superior,Primaria_Superior,services,services,home,mother,Inf. 15m,Inf. a 2h,0,no,yes,no,yes,yes,yes,yes,yes,4,4,4,2,2,4,2,14,14,14,Si
MS,M,17,U,GT3,T,Secundaria,Secundaria,services,at_home,course,mother,De 15m a 30m,Sup. 10h.,1,no,yes,yes,yes,yes,yes,no,no,5,4,5,3,4,5,0,10,11,10,Si
MS,F,16,U,GT3,T,Grado_9,Primaria_Superior,other,services,course,mother,Inf. 15m,De 2h a 5h,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,1,0,14,13,14,Si
MS,F,16,U,GT3,T,Grado_9,Grado_9,services,other,course,mother,Inf. 15m,Inf. a 2h,0,no,yes,yes,yes,yes,yes,no,yes,4,2,5,1,2,5,0,17,16,16,Si
MS,M,17,U,GT3,T,Primaria_Superior,Grado_9,other,other,course,father,Inf. 15m,Inf. a 2h,1,no,yes,no,yes,yes,no,yes,yes,5,3,5,5,5,1,12,6,7,7,No
MS,M,16,U,LE3,T,Superior,Secundaria,other,other,course,father,Inf. 15m,Inf. a 2h,0,no,no,no,yes,yes,yes,yes,no,4,2,5,1,5,5,8,14,12,13,Si
MS,M,17,R,LE3,T,Grado_9,Grado_9,services,services,other,mother,De 30m a 60m,Sup. 10h.,1,no,yes,no,no,yes,yes,no,no,1,3,5,3,5,3,2,10,8,9,No
MS,F,16,U,GT3,T,Primaria_Superior,Primaria_Superior,other,other,course,other,Inf. 15m,Sup. 10h.,0,yes,yes,no,yes,yes,yes,yes,no,2,2,1,1,1,5,0,14,14,14,Si
MS,F,19,U,LE3,T,Grado_9,Grado_9,other,other,home,mother,Inf. 15m,De 5h a 10h,0,no,no,no,no,yes,yes,yes,yes,5,4,5,1,1,1,0,12,13,13,Si
MS,F,17,R,GT3,T,Primaria_Superior,Primaria_Superior,at_home,other,reputation,mother,De 15m a 30m,Inf. a 2h,0,no,yes,no,yes,no,yes,yes,yes,4,4,5,1,2,5,0,11,11,11,Si
MS,F,20,U,GT3,T,Secundaria,Secundaria,at_home,services,other,mother,De 15m a 30m,De 2h a 5h,1,no,no,no,yes,yes,yes,yes,yes,3,3,4,2,4,3,8,11,9,10,Si
MS,F,17,U,LE3,T,Primaria_Superior,Primaria_Superior,other,services,course,father,Inf. 15m,De 5h a 10h,0,no,yes,no,no,yes,yes,no,yes,4,3,3,1,1,3,0,11,11,10,Si
MS,M,17,R,GT3,T,Grado_9,Grado_9,other,other,course,mother,De 30m a 60m,Inf. a 2h,1,no,yes,no,no,no,yes,yes,no,4,4,5,1,2,5,0,10,9,9,No
MS,F,16,R,LE3,T,Primaria_Superior,Primaria_Superior,at_home,other,course,father,De 30m a 60m,De 2h a 5h,0,no,yes,no,no,yes,yes,no,no,5,3,2,1,1,1,0,16,17,18,Si
MS,F,17,R,GT3,T,Grado_9,Grado_9,other,other,reputation,mother,De 15m a 30m,De 2h a 5h,0,no,yes,no,yes,yes,yes,no,no,5,3,2,1,1,1,0,15,17,17,Si
MS,F,17,U,GT3,A,Primaria_Superior,Ninguna,other,other,other,mother,De 15m a 30m,De 2h a 5h,0,no,no,no,no,yes,yes,yes,yes,4,4,5,1,1,4,1,11,9,10,Si
MS,F,18,R,GT3,T,Primaria_Superior,Primaria_Superior,at_home,other,other,mother,Inf. 15m,De 2h a 5h,1,no,yes,no,no,yes,yes,yes,yes,4,3,2,1,1,5,9,7,7,7,No
MS,F,16,U,GT3,T,Secundaria,Primaria_Superior,other,other,course,mother,Inf. 15m,Inf. a 2h,0,no,no,no,yes,yes,yes,yes,no,3,1,3,1,3,1,0,8,6,8,No
MS,F,16,U,GT3,T,Secundaria,Grado_9,services,at_home,course,mother,Inf. 15m,Inf. a 2h,0,no,no,no,no,yes,yes,yes,no,3,1,3,1,4,3,2,7,6,7,No
MS,F,18,U,LE3,T,Primaria_Superior,Primaria_Superior,other,at_home,reputation,mother,De 15m a 30m,De 2h a 5h,0,yes,no,no,no,yes,yes,no,no,2,3,5,1,4,3,8,9,8,10,Si
MS,F,16,R,GT3,T,Superior,Superior,health,teacher,reputation,father,Inf. 15m,De 2h a 5h,0,no,no,no,yes,no,yes,yes,yes,4,3,3,2,3,2,0,14,16,16,Si
MS,F,16,R,LE3,T,Primaria_Superior,Grado_9,other,other,reputation,mother,De 15m a 30m,Inf. a 2h,0,no,no,no,yes,yes,yes,yes,no,5,4,5,1,4,2,0,14,14,15,Si
MS,F,18,U,GT3,A,Grado_9,Superior,other,services,reputation,father,Inf. 15m,De 2h a 5h,1,no,yes,no,no,yes,yes,yes,no,2,3,2,1,3,1,8,8,5,8,No
MS,M,16,R,GT3,T,Grado_9,Primaria_Superior,other,services,reputation,mother,De 15m a 30m,De 2h a 5h,0,no,no,no,yes,yes,yes,yes,no,5,2,1,1,1,2,0,8,7,0,No
MS,F,16,U,LE3,T,Primaria_Superior,Primaria_Superior,at_home,other,other,mother,De 30m a 60m,De 2h a 5h,0,no,yes,no,no,yes,yes,yes,no,4,3,2,1,3,5,6,6,8,8,No
MS,F,16,R,GT3,T,Grado_9,Secundaria,at_home,services,other,mother,De 15m a 30m,De 2h a 5h,0,no,yes,no,yes,yes,yes,yes,no,3,3,3,1,1,2,0,8,10,10,Si
MS,F,16,U,GT3,T,Superior,Superior,health,health,course,mother,Inf. 15m,De 2h a 5h,0,no,yes,no,no,yes,yes,yes,yes,4,3,4,1,2,3,4,8,8,8,No
MS,M,18,U,LE3,T,Superior,Superior,at_home,health,home,mother,Inf. 15m,Sup. 10h.,0,no,yes,no,yes,yes,no,yes,yes,5,5,5,5,5,5,2,5,6,6,No
MS,F,16,R,LE3,T,Secundaria,Superior,at_home,other,other,mother,De 30m a 60m,De 2h a 5h,0,no,yes,no,no,no,yes,no,no,4,2,1,1,1,2,2,7,9,8,No
MS,M,17,U,LE3,T,Superior,Superior,other,services,home,mother,Inf. 15m,De 5h a 10h,0,no,yes,no,no,yes,yes,yes,no,4,4,3,1,2,5,0,15,14,16,Si
MS,F,17,R,GT3,T,Superior,Primaria_Superior,other,other,other,mother,Inf. 15m,Inf. a 2h,0,no,no,no,no,yes,yes,yes,yes,4,2,3,1,2,5,1,13,14,14,Si
MS,M,16,U,LE3,T,Grado_9,Grado_9,services,services,other,mother,Sup. 60m.,De 5h a 10h,0,no,no,no,no,yes,yes,no,no,5,1,3,2,2,3,0,10,9,10,Si
MS,F,17,R,GT3,T,Grado_9,Grado_9,at_home,other,other,mother,Inf. 15m,Inf. a 2h,0,no,yes,yes,no,yes,yes,yes,no,5,1,3,1,2,5,5,9,9,9,No
MS,F,16,U,LE3,T,Superior,Superior,services,services,other,father,De 15m a 30m,Inf. a 2h,0,no,yes,no,no,yes,yes,no,no,5,1,3,1,2,5,1,11,11,11,Si
MS,M,17,U,GT3,T,Secundaria,Secundaria,services,services,home,mother,Inf. 15m,Inf. a 2h,0,no,yes,no,yes,yes,yes,yes,no,4,1,4,5,5,3,8,7,10,9,No
MS,M,17,U,GT3,T,Primaria_Superior,Primaria_Superior,at_home,services,other,mother,De 30m a 60m,De 2h a 5h,0,no,no,no,no,yes,yes,yes,yes,5,1,3,3,3,1,0,10,10,10,Si
MS,M,16,U,GT3,T,Grado_9,Primaria_Superior,health,services,other,mother,De 15m a 30m,De 2h a 5h,0,no,no,no,no,no,yes,yes,yes,4,2,2,1,4,5,2,9,7,8,No
MS,F,16,U,LE3,T,Grado_9,Primaria_Superior,other,services,other,mother,Inf. 15m,De 2h a 5h,0,no,no,no,no,yes,yes,yes,yes,3,2,2,1,1,3,0,14,15,16,Si
MS,M,16,U,LE3,T,Superior,Superior,teacher,health,other,father,Inf. 15m,Inf. a 2h,0,no,yes,no,no,yes,yes,yes,no,4,1,2,2,5,5,0,11,12,12,Si
MS,M,15,R,GT3,T,Primaria_Superior,Grado_9,other,services,course,mother,De 30m a 60m,De 2h a 5h,0,no,yes,no,yes,yes,yes,no,no,5,5,5,1,3,5,11,9,11,10,Si
MS,M,15,U,LE3,A,Grado_9,Grado_9,other,other,reputation,mother,De 30m a 60m,Sup. 10h.,0,no,yes,no,yes,yes,yes,no,no,5,4,5,2,3,5,8,13,14,14,Si
MS,M,15,U,LE3,A,Grado_9,Primaria_Superior,services,services,course,mother,Inf. 15m,Inf. a 2h,0,no,no,no,yes,yes,yes,yes,no,4,3,3,1,2,5,11,12,13,12,Si
MS,F,16,R,LE3,T,Grado_9,Grado_9,other,other,course,mother,Inf. 15m,De 5h a 10h,0,no,yes,no,no,no,yes,no,yes,4,3,3,2,2,5,2,11,11,11,Si
MS,F,16,U,LE3,T,Superior,Primaria_Superior,other,other,home,mother,De 15m a 30m,De 2h a 5h,0,no,yes,no,yes,yes,yes,yes,no,1,2,4,2,2,1,8,9,10,10,Si
MS,F,17,U,GT3,T,Secundaria,Grado_9,at_home,other,home,mother,De 15m a 30m,Inf. a 2h,0,no,no,no,no,yes,yes,no,yes,4,3,3,2,2,1,5,9,11,11,Si
MS,F,17,R,GT3,T,Grado_9,Grado_9,other,other,other,mother,De 15m a 30m,De 2h a 5h,0,yes,no,yes,no,yes,yes,no,no,5,1,3,1,1,5,0,11,9,11,Si
MS,F,16,U,GT3,T,Superior,Superior,teacher,services,course,mother,De 15m a 30m,De 5h a 10h,0,no,yes,no,no,yes,yes,yes,yes,5,3,5,1,4,5,1,10,11,12,Si
MS,M,17,R,GT3,T,Superior,Superior,health,other,course,father,De 30m a 60m,Inf. a 2h,3,no,no,no,yes,yes,yes,yes,yes,3,3,3,1,3,5,2,9,9,8,No
MS,M,17,R,LE3,T,Primaria_Superior,Secundaria,other,other,course,father,De 15m a 30m,Inf. a 2h,0,no,no,no,yes,yes,yes,no,yes,5,1,2,3,3,5,2,12,11,12,Si
MS,M,17,U,GT3,T,Secundaria,Superior,services,other,other,mother,Inf. 15m,De 2h a 5h,1,no,yes,no,yes,no,yes,yes,yes,5,4,4,3,4,5,8,8,9,8,No
MS,F,17,U,GT3,T,Superior,Superior,health,health,course,father,Inf. 15m,De 2h a 5h,0,no,yes,no,no,yes,yes,yes,no,5,2,5,1,1,5,0,13,15,16,Si
MS,M,16,R,LE3,T,Superior,Primaria_Superior,other,at_home,other,father,Inf. 15m,Inf. a 2h,0,no,no,no,no,yes,yes,yes,no,4,1,2,2,1,2,0,10,11,11,Si
MS,F,17,U,GT3,A,Primaria_Superior,Primaria_Superior,at_home,at_home,other,mother,Inf. 15m,De 2h a 5h,0,no,no,no,yes,yes,yes,yes,yes,4,5,5,1,2,3,2,11,10,11,Si
MS,F,17,R,GT3,T,Superior,Grado_9,other,other,course,mother,De 15m a 30m,De 2h a 5h,0,yes,yes,no,no,no,yes,yes,no,4,3,3,2,3,5,0,17,18,18,Si
MS,M,16,U,LE3,A,Grado_9,Grado_9,other,services,course,father,De 15m a 30m,De 2h a 5h,0,no,yes,no,no,no,yes,yes,yes,4,1,2,2,2,5,0,12,13,13,Si
MS,M,17,U,GT3,T,Secundaria,Grado_9,other,other,other,father,De 15m a 30m,De 2h a 5h,0,no,yes,yes,no,yes,yes,yes,no,4,1,2,2,2,1,0,13,14,13,Si
MS,M,19,U,GT3,T,Primaria_Superior,Primaria_Superior,other,other,other,mother,Inf. 15m,De 2h a 5h,2,no,yes,no,yes,yes,no,yes,no,4,4,3,3,4,4,2,9,9,10,Si
